,movieId,title,genre,imdb score,poster
436,836,Chain Reaction (1996),"['Action', 'Drama', 'Sci-Fi']",5.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NTQ2NTUzOF5BMl5BanBnXkFtZTcwMDg1OTgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
437,837,Matilda (1996),"['Comedy', 'Family', 'Fantasy']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTA4MmI5YzgtOTU1Yy00NGVjLTgyMGQtNjNlMDY2YWVlZmYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
438,838,Emma (1996),"['Comedy', 'Drama', 'Romance']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UY268_CR0,0,182,268_AL_.jpg"
439,838,Emma (1996),"['Comedy', 'Drama', 'Romance']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDA4MzM1ZTgtOWUwNy00MjIyLTkyYWMtNjdjNGIyODQ2ZGM1XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UY268_CR3,0,182,268_AL_.jpg"
440,26958,Emma (1996),"['Comedy', 'Drama', 'Romance']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UY268_CR0,0,182,268_AL_.jpg"
441,26958,Emma (1996),"['Comedy', 'Drama', 'Romance']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDA4MzM1ZTgtOWUwNy00MjIyLTkyYWMtNjdjNGIyODQ2ZGM1XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UY268_CR3,0,182,268_AL_.jpg"
442,840,House Arrest (1996),"['Comedy', 'Family']",5.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BYThkMGNhOTUtNmY0NS00MDBhLWIyNjktYzZhYzE2MWJlMDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
443,849,Escape from L.A. (1996),"['Action', 'Adventure', 'Sci-Fi']",5.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWUzNTRmNTQtNWMwZS00MTg4LThhMDUtYmQ5OGQ5MmNmYzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
444,851,Basquiat (1996),"['Biography', 'Drama']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NDY1NzkxN15BMl5BanBnXkFtZTYwMDkwMzE5._V1_UY268_CR2,0,182,268_AL_.jpg"
445,852,Tin Cup (1996),"['Comedy', 'Drama', 'Romance']",6.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDQxNzY1MzItZmU1Mi00MWI3LTk4ZjYtOTBlM2RmYTk1MTJjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR6,0,182,268_AL_.jpg"
446,866,Bound (1996),"['Crime', 'Romance', 'Thriller']",7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
447,867,Carpool (1996),['Comedy'],4.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjQ4ZDI4M2UtNmY4OS00YjgxLWFkMjMtZDgzMjg3NThkMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
448,869,Kansas City (1996),"['Crime', 'Drama', 'Music']",6.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjIyODA5OV5BMl5BanBnXkFtZTcwNTAzMzMzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
449,870,Gone Fishin' (1997),"['Comedy', 'Crime']",4.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NDI0OTc4M15BMl5BanBnXkFtZTcwMzYxNjUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
450,875,Nothing to Lose (1994),"['Action', 'Crime', 'Drama']",6.1,
451,881,First Kid (1996),"['Family', 'Comedy']",5.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE1NDMyODA2NF5BMl5BanBnXkFtZTcwNzM3NDYxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
452,885,Bogus (1996),"['Comedy', 'Family', 'Fantasy']",5.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNjg2ODMzNV5BMl5BanBnXkFtZTcwNzI0OTQyMQ@@._V1_UY268_CR20,0,182,268_AL_.jpg"
453,886,Bulletproof (1996),"['Action', 'Comedy', 'Crime']",5.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyOTQ5NzQwM15BMl5BanBnXkFtZTcwNTQzMjgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
454,893,Mother Night (1996),"['Drama', 'Romance', 'War']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA0OGI4ODctMzRkOC00NzI0LWEyZmYtODU1NmM5MzYxOWYwXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
455,897,For Whom the Bell Tolls (1943),"['Adventure', 'Drama', 'History']",7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2U0MDQwMjctOGI2Yy00NjIyLWI4NjEtMjY3MDQxZDEwZGY2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
456,899,Singin' in the Rain (1952),"['Comedy', 'Musical', 'Romance']",8.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY268_CR0,0,182,268_AL_.jpg"
457,901,Funny Face (1957),"['Comedy', 'Musical', 'Romance']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzJkZmY2MGUtNjdlMy00ODVmLTliZjEtNTFjZGRhNTY0MWI1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
458,902,Breakfast at Tiffany's (1961),"['Comedy', 'Drama', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3NTI2NzU2NF5BMl5BanBnXkFtZTcwMjQxMTQ5OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
459,903,Vertigo (1958),"['Mystery', 'Romance', 'Thriller']",8.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
460,904,Rear Window (1954),"['Mystery', 'Thriller']",8.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
461,905,It Happened One Night (1934),"['Comedy', 'Romance']",8.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
462,906,Gaslight (1944),"['Crime', 'Drama', 'Film-Noir']",7.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
463,908,North by Northwest (1959),"['Action', 'Adventure', 'Mystery']",8.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwMTQ0MzgwNl5BMl5BanBnXkFtZTgwNjc4ODE4MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
464,910,Some Like It Hot (1959),"['Comedy', 'Romance']",8.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
465,911,Charade (1963),"['Comedy', 'Mystery', 'Romance']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
466,912,Casablanca (1942),"['Drama', 'Romance', 'War']",8.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
467,914,My Fair Lady (1964),"['Drama', 'Family', 'Musical']",7.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTEzMzE4MF5BMl5BanBnXkFtZTcwMDAzMTUyMg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
468,915,Sabrina (1954),"['Comedy', 'Drama', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMDAxMTExMV5BMl5BanBnXkFtZTgwOTc0ODEzMDE@._V1._CR67,63,1255,1917_UX182_CR0,0,182,268_AL_.jpg"
469,916,Roman Holiday (1953),"['Comedy', 'Romance']",8.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
470,918,Meet Me in St. Louis (1944),"['Comedy', 'Drama', 'Family']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWVmZmRlNWQtYzYyMy00ZDljLWE5MjgtNDE5MGVmYTQ5NDk0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
471,920,Gone with the Wind (1939),"['Drama', 'History', 'Romance']",8.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWQwOWVkMGItMDU2Yy00YjIzLWJkMjEtNmVkZjE3MjMwYzEzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
472,921,My Favorite Year (1982),['Comedy'],7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MDUzODk2N15BMl5BanBnXkFtZTYwMTA3Njc5._V1_UY268_CR2,0,182,268_AL_.jpg"
473,923,Citizen Kane (1941),"['Drama', 'Mystery']",8.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mjc1MDQwMl5BMl5BanBnXkFtZTcwNzUyOTUyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
474,924,2001: A Space Odyssey (1968),"['Adventure', 'Sci-Fi']",8.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTZkZTBhYmUtMTIzNy00YTViLTg1OWItNGUwMmVlN2FjZTVkXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
475,926,All About Eve (1950),['Drama'],8.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
476,928,Rebecca (1940),"['Drama', 'Mystery', 'Romance']",8.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL_.jpg"
477,929,Foreign Correspondent (1940),"['Action', 'Romance', 'Thriller']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjYzZmEyMmQtNTJjOC00ZDk5LWJmODUtMTc5OTAxMjAwOWU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
478,930,Notorious (1946),"['Drama', 'Film-Noir', 'Romance']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
479,931,Spellbound (1945),"['Film-Noir', 'Mystery', 'Romance']",7.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDI5Nzg5Nl5BMl5BanBnXkFtZTcwNDk3NzI0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
480,933,To Catch a Thief (1955),"['Crime', 'Mystery', 'Romance']",7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM2ODgyOGYtYzYwMC00ZTEwLTg2MmItZDI2OTdhMTdiMGFiL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
481,934,Father of the Bride (1950),"['Comedy', 'Romance']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzAxNzc2ZjQtZjRhYy00NmQwLThkNjMtMGIxNWIyZGRkYmI1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
482,936,Ninotchka (1939),"['Comedy', 'Romance']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1ZDg5MjctZmNkNC00M2E5LTgyMjEtMjg0NDVjMTBiZjFhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UY268_CR2,0,182,268_AL_.jpg"
483,937,Love in the Afternoon (1957),"['Comedy', 'Crime', 'Drama']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDgxMTM4OWQtNjJmMS00YTgwLWI0NjItMWRmMDIwMzQzYTMyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
484,938,Gigi (1958),"['Comedy', 'Musical', 'Romance']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
485,942,Laura (1944),"['Crime', 'Drama', 'Film-Noir']",8.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjQwMzk1NF5BMl5BanBnXkFtZTcwOTA5NDgyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
486,944,Lost Horizon (1937),"['Adventure', 'Drama', 'Fantasy']",7.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
487,945,Top Hat (1935),"['Comedy', 'Musical', 'Romance']",7.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTYxOTgzMTktNDVhYy00NjU3LWJjZmEtZWVlNDk1MThjZjkyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
488,946,To Be or Not to Be (1942),"['Comedy', 'War']",8.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
489,947,My Man Godfrey (1936),"['Comedy', 'Drama', 'Romance']",8.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmMwZTJlMTctYjM5Ni00Zjg4LWEzN2EtZmJlZjcyMmMzM2NiL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
490,948,Giant (1956),"['Drama', 'Western']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ3ZmZhMmQtODQyMS00Y2Q0LThlOTAtM2NiMDMyNDdlYmQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
491,949,East of Eden (1955),['Drama'],8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTYzNjI3MWUtZjg3Yi00ZDBkLWIwM2YtYmUyZGZjN2RiZjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
492,951,His Girl Friday (1940),"['Comedy', 'Drama', 'Romance']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTU4ODdjNDYtZjk0Zi00ZDBmLTllODEtMzQ5NmYzZGEzNjVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
493,953,It's a Wonderful Life (1946),"['Drama', 'Family', 'Fantasy']",8.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMzY5NDc4M15BMl5BanBnXkFtZTcwMzc4NjIxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
494,954,Mr. Smith Goes to Washington (1939),"['Comedy', 'Drama']",8.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
495,955,Bringing Up Baby (1938),"['Comedy', 'Family', 'Romance']",8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzEwNWJkOWQtZTI3MC00YzAxLWE3MTktZWZlZGQwOGMzNzQ0XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
496,956,Penny Serenade (1941),"['Drama', 'Romance']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGVjYzU4NjAtOWVkYi00OWQ3LWEwYzMtOTI2ZWY3YTQ1ZGM4L2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg"
497,959,Of Human Bondage (1934),"['Drama', 'Romance']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmQyOGJlZDAtMmQ0MS00MDc3LTg4NzktNjQwZGRkMmE0YjExXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR13,0,182,268_AL_.jpg"
498,961,Little Lord Fauntleroy (1936),"['Drama', 'Family']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ5ODg0MTM1Ml5BMl5BanBnXkFtZTcwMjMxMDAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
499,968,Night of the Living Dead (1968),['Horror'],7.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTNkYjQ3YjEtZmJmNS00M2I2LTkxNmUtMTU4Nzc3MDRjMWQ4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR0,0,182,268_AL_.jpg"
500,970,Beat the Devil (1953),"['Action', 'Adventure', 'Comedy']",6.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MDg2OTAzNF5BMl5BanBnXkFtZTgwODUzNzYzMjE@._V1_UY268_CR11,0,182,268_AL_.jpg"
501,971,Cat on a Hot Tin Roof (1958),"['Drama', 'Romance']",8.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
502,973,Meet John Doe (1941),"['Comedy', 'Drama', 'Romance']",7.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTc4NTdlMDItNDFhZC00NDZjLTgwMTItOTIzZTJlYTU3MDg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
503,979,Nothing Personal (1995),['Drama'],6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyOTM2NjYxMTBeQTJeQWpwZ15BbWU3MDc4ODg4MTE@._V1_UY268_CR2,0,182,268_AL_.jpg"
504,981,Dangerous Ground (1997),"['Action', 'Crime', 'Drama']",4.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzcxNzAwNjI3NF5BMl5BanBnXkFtZTcwMTAzMDYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
505,982,Picnic (1955),"['Drama', 'Romance']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMTMxNDg3NF5BMl5BanBnXkFtZTgwODA3NDgyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
506,986,Fly Away Home (1996),"['Adventure', 'Drama', 'Family']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_UX182_CR0,0,182,268_AL_.jpg"
507,987,Bliss (1997),"['Drama', 'Romance']",6.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTgzNTY2Ml5BMl5BanBnXkFtZTcwMTc0MDgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
508,988,Grace of My Heart (1996),"['Comedy', 'Drama', 'Music']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzMxNzM2NF5BMl5BanBnXkFtZTYwMTY3NzU5._V1_UX182_CR0,0,182,268_AL_.jpg"
509,990,Maximum Risk (1996),"['Action', 'Crime', 'Mystery']",5.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzY5ZWQ0OTMtZjdiYy00YzhmLTg5MDAtMzRlMTllMDliMDJkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
510,991,Michael Collins (1996),"['Biography', 'Drama', 'Thriller']",7.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MDE0MjEzMl5BMl5BanBnXkFtZTcwNjc1MzkxMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
511,993,Infinity (1996),"['Biography', 'Drama']",6.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDQzMDI0Nl5BMl5BanBnXkFtZTcwMzc1OTIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
512,994,Big Night (1996),"['Drama', 'Romance']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMjAzMjMyMl5BMl5BanBnXkFtZTcwNTUzNDIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
513,996,Last Man Standing (1996),"['Action', 'Crime', 'Drama']",6.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BOThkYmJjYTMtOWMzNC00ZjQ4LWI4NzAtYjRlMDA3ZWMyYWRmXkEyXkFqcGdeQXVyNDIyMjczNjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
514,998,Set It Off (1996),"['Action', 'Crime', 'Drama']",6.8,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
515,999,2 Days in the Valley (1996),"['Comedy', 'Crime', 'Thriller']",6.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1ODM4NzQ1NV5BMl5BanBnXkFtZTcwNDQyMDU1MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
516,1003,Extreme Measures (1996),"['Crime', 'Drama', 'Mystery']",6.1,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDYzMTQ4M15BMl5BanBnXkFtZTYwNDc0MzE5._V1_UX182_CR0,0,182,268_AL_.jpg"
517,1005,D3: The Mighty Ducks (1996),"['Action', 'Comedy', 'Drama']",5.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
518,1009,Escape to Witch Mountain (1975),"['Adventure', 'Family', 'Fantasy']",6.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGRjOGNmYjEtNDk1Ny00ODFiLTg3OTAtNzIzMmVmY2RmYjkyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
519,1011,Herbie Rides Again (1974),"['Comedy', 'Family', 'Fantasy']",5.6,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjU1Mjc4YjUtZjVjOC00NTdjLTg2NWItMTQ1NTExODdhNTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
520,1012,Old Yeller (1957),"['Family', 'Drama', 'Adventure']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWNhODFhOTItNzkzNy00ZTVmLTk4NjktNjJlYzAzMTY0Y2Y0XkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
521,1014,Pollyanna (1960),"['Drama', 'Family']",7.3,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxOTk3MzE4OV5BMl5BanBnXkFtZTYwMjI2NjQ5._V1._CR8,70,266,404_UX182_CR0,0,182,268_AL_.jpg"
522,1015,Homeward Bound: The Incredible Journey (1993),"['Adventure', 'Comedy', 'Drama']",6.9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmRlODBjOWEtODViZS00NGNiLWEwNzYtYjIyZWQwZThhODBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
523,1017,Swiss Family Robinson (1960),"['Adventure', 'Family']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWUzZjgyMDUtZDMwZS00YjhkLWJkYTUtYmUyNDRkZjcxNGQzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
524,1018,That Darn Cat! (1965),"['Comedy', 'Crime', 'Family']",6.7,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
525,1019,"20,000 Leagues Under the Sea (1954)","['Adventure', 'Drama', 'Family']",7.2,"https://images-na.ssl-images-amazon.com/images/M/MV5BODViYWZhNGUtOTU4My00YWM1LTg2MWUtOTVlNjRhZGJkNGViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
